PacketType,PayloadLen,DeviceID,Timestamp,PacketID,accel,Flags,Battery,CRC,time
2,24,2,7595,77,"[0.0, 0.0, 0.0]",3,0,63,0.465
2,24,2,7598,78,"[0.0, 0.0, 0.0]",3,0,9,0.468
2,24,1,7599,78,"[0.0, 0.0, 0.0]",3,0,194,0.469
2,24,3,7600,78,"[0.0, 0.0, 0.0]",3,0,233,0.47
2,24,1,7604,79,"[0.0, 0.0, 0.0]",3,0,119,0.474
2,24,2,7605,79,"[0.0, 0.0, 0.0]",3,0,188,0.475
2,24,3,7606,79,"[0.0, 0.0, 0.0]",3,0,90,0.476
2,24,1,7610,80,"[0.0, 0.0, 0.0]",3,0,130,0.48
2,24,2,7612,80,"[0.0, 0.0, 0.0]",3,0,102,0.482
2,24,3,7613,80,"[0.0, 0.0, 0.0]",3,0,243,0.483
2,24,1,7616,81,"[0.0, 0.0, 0.0]",3,0,226,0.486
2,24,2,7617,81,"[0.0, 0.0, 0.0]",3,0,41,0.487
2,24,3,7618,81,"[0.0, 0.0, 0.0]",3,0,207,0.488
2,24,2,7622,82,"[0.0, 0.0, 0.0]",3,0,108,0.492
2,24,1,7623,82,"[0.0, 0.0, 0.0]",3,0,167,0.493
2,24,3,7624,82,"[0.0, 0.0, 0.0]",3,0,29,0.494
2,24,3,7628,83,"[0.0, 0.0, 0.0]",3,0,221,0.498
2,24,1,7629,83,"[0.0, 0.0, 0.0]",3,0,57,0.499
2,24,2,7630,83,"[0.0, 0.0, 0.0]",3,0,129,0.5
2,24,1,7633,84,"[0.0, 0.0, 0.0]",3,0,119,0.503
2,24,2,7634,84,"[0.0, 0.0, 0.0]",3,0,207,0.504
2,24,3,7635,84,"[0.0, 0.0, 0.0]",3,0,90,0.505
2,24,2,7639,85,"[0.0, 0.0, 0.0]",3,0,181,0.509
2,24,1,7640,85,"[0.0, 0.0, 0.0]",3,0,32,0.51
2,24,3,7641,85,"[0.0, 0.0, 0.0]",3,0,196,0.511
2,24,2,7645,86,"[0.0, 0.0, 0.0]",3,0,103,0.515
2,24,1,7646,86,"[0.0, 0.0, 0.0]",3,0,223,0.516
2,24,3,7647,86,"[0.0, 0.0, 0.0]",3,0,59,0.517
2,24,2,7651,87,"[0.0, 0.0, 0.0]",3,0,171,0.521
2,24,3,7652,87,"[0.0, 0.0, 0.0]",3,0,171,0.522
2,24,1,7653,87,"[0.0, 0.0, 0.0]",3,0,79,0.523
2,24,2,7656,88,"[0.0, 0.0, 0.0]",3,0,108,0.526
2,24,1,7657,88,"[0.0, 0.0, 0.0]",3,0,167,0.527
2,24,3,7658,88,"[0.0, 0.0, 0.0]",3,0,48,0.528
2,24,3,7662,89,"[0.0, 0.0, 0.0]",3,0,240,0.532
2,24,1,7663,89,"[0.0, 0.0, 0.0]",3,0,20,0.533
2,24,2,7664,89,"[0.0, 0.0, 0.0]",3,0,16,0.534
